33.155,-10.4735
33.085,-10.534
33.014,-10.594
32.941,-10.654
32.867,-10.7135
32.793,-10.7725
32.717,-10.8315
32.639,-10.89
32.561,-10.948
32.481,-11.0055
32.401,-11.0625
32.319,-11.1195
32.236,-11.176
32.152,-11.232
32.067,-11.2875
31.98,-11.3425
31.893,-11.397
31.805,-11.4515
31.715,-11.5055
31.624,-11.5585
31.533,-11.6115
31.44,-11.664
31.346,-11.716
31.251,-11.7675
31.155,-11.8185
31.059,-11.869
30.961,-11.919
30.862,-11.9685
30.762,-12.0175
30.661,-12.066
30.559,-12.114
30.456,-12.162
30.353,-12.209
30.248,-12.2555
30.143,-12.3015
30.036,-12.3465
29.929,-12.3915
29.82,-12.436
29.711,-12.48
29.601,-12.523
29.49,-12.566
29.379,-12.608
29.266,-12.6495
29.153,-12.6905
29.038,-12.731
28.923,-12.771
28.808,-12.8105
28.691,-12.849
28.574,-12.8875
28.455,-12.925
28.337,-12.962
28.217,-12.998
28.097,-13.034
27.976,-13.069
27.854,-13.104
27.732,-13.1375
27.608,-13.171
27.485,-13.204
27.36,-13.236
27.235,-13.2675
27.11,-13.2985
26.983,-13.3285
26.856,-13.358
26.729,-13.387
26.601,-13.4155
26.472,-13.443
26.343,-13.47
26.214,-13.4965
26.083,-13.5225
25.953,-13.5475
25.822,-13.572
25.69,-13.5955
25.558,-13.6185
25.425,-13.641
25.292,-13.663
25.159,-13.684
25.025,-13.7045
24.89,-13.7245
24.756,-13.7435
24.621,-13.762
24.485,-13.7795
24.349,-13.7965
24.213,-13.813
24.077,-13.829
23.94,-13.844
23.803,-13.858
23.666,-13.872
23.528,-13.885
23.391,-13.897
23.252,-13.909
23.114,-13.9195
22.976,-13.93
22.837,-13.9395
22.698,-13.9485
22.559,-13.9565
22.42,-13.964
22.281,-13.9705
22.141,-13.9765
22.001,-13.982
21.862,-13.9865
21.722,-13.9905
21.582,-13.994
21.442,-13.9965
21.302,-13.9985
21.162,-13.9995
21.022,-14
20.882,-14
20.742,-13.999
20.602,-13.997
20.462,-13.995
20.323,-13.992
20.183,-13.988
20.043,-13.9835
19.903,-13.9785
19.764,-13.9725
19.625,-13.966
19.485,-13.959
19.346,-13.951
19.207,-13.9425
19.068,-13.933
18.93,-13.923
18.792,-13.9125
18.653,-13.901
18.516,-13.889
18.378,-13.876
18.24,-13.8625
18.103,-13.8485
17.967,-13.8335
17.83,-13.818
17.694,-13.802
17.558,-13.785
17.422,-13.7675
17.287,-13.7495
17.152,-13.7305
17.018,-13.711
16.884,-13.6905
16.75,-13.6695
16.617,-13.648
16.484,-13.626
16.352,-13.603
16.22,-13.5795
16.089,-13.555
15.958,-13.5305
15.828,-13.505
15.698,-13.4785
15.569,-13.452
15.44,-13.4245
15.312,-13.396
15.184,-13.3675
14.272,-13.162
13.361,-12.9565
12.449,-12.751
11.537,-12.5455
10.626,-12.34
9.7139,-12.135
8.8022,-11.9295
7.8905,-11.724
6.9788,-11.5185
6.0671,-11.313
5.1554,-11.1075
4.2438,-10.902
3.3321,-10.6965
2.4204,-10.4915
1.5087,-10.286
0.59698,-10.0805
-0.31472,-9.875
-1.2264,-9.6695
-2.1381,-9.464
-3.0498,-9.2585
-3.9615,-9.0535
-4.8732,-8.848
-5.7849,-8.6425
-6.6966,-8.437
-7.6083,-8.2315
-8.52,-8.026
-9.4317,-7.8205
-10.343,-7.615
-11.255,-7.41
-12.167,-7.2045
-13.078,-6.999
-13.99,-6.7935
-14.902,-6.588
-15.814,-6.3825
-16.725,-6.177
-17.637,-5.972
-18.549,-5.7665
-19.46,-5.561
-20.372,-5.3555
-21.284,-5.15
-22.195,-4.9446
-23.107,-4.73915
-24.019,-4.5337
-24.93,-4.3283
-25.842,-4.12285
-26.754,-3.9174
-27.666,-3.71195
-28.577,-3.50655
-29.489,-3.3011
-30.401,-3.09565
-31.312,-2.89025
-32.224,-2.6848
-33.136,-2.47935
-34.047,-2.27395
-34.959,-2.0685
-35.871,-1.86305
-36.782,-1.6576
-37.694,-1.4522
-38.606,-1.24675
-39.518,-1.0413
-40.429,-0.8359
-41.341,-0.63045
-42.253,-0.425015
-43.164,-0.21958
-44.076,-0.014148
-44.988,0.191285
-45.899,0.39672
-46.811,0.60215
-47.723,0.8076
-48.635,1.01305
-49.546,1.21845
-50.458,1.4239
-51.37,1.62935
-52.281,1.83475
-53.193,2.0402
-54.105,2.24565
-55.016,2.45105
