Time,RPM,Speed,Temp,CO2,Consum,Honk,Gear
1777084789404,1156.2,39.6,85.6,236.0,1.0,0,4
1777084789436,1150.1,33.7,85.6,235.0,1.0,0,4
1777084789467,1146.7,28.6,85.6,235.0,1.0,0,4
1777084789498,1144.1,24.3,85.6,234.0,1.0,0,4
1777084789529,1144.5,20.7,85.6,234.0,1.0,0,4
1777084789560,1146.8,17.6,85.6,235.0,1.0,0,4
1777084789590,1949.2,54.2,86.0,315.0,1.6,0,4
1777084789622,1917.7,56.1,86.0,312.0,1.6,0,4
1777084789654,1878.9,56.8,85.9,308.0,1.6,0,4
1777084789686,1832.6,56.9,85.9,303.0,1.5,0,4
1777084789718,1777.5,56.3,85.9,298.0,1.5,0,4
1777084789749,1719.7,54.9,85.9,292.0,1.4,0,4
1777084789780,1662.8,53.4,85.8,286.0,1.4,0,4
1777084789810,1607.3,51.9,85.8,281.0,1.3,0,4
1777084789841,1553.5,50.3,85.8,275.0,1.3,0,4
1777084789873,1501.6,48.8,85.8,270.0,1.3,0,4
1777084789915,1558.9,49.8,85.8,276.0,1.3,0,4
1777084789936,1624.8,51.2,85.8,282.0,1.4,0,4
1777084789968,1697.1,52.9,85.8,290.0,1.4,0,4
1777084790000,1775.1,55.0,85.9,298.0,1.5,0,4
1777084790031,1858.3,57.3,85.9,306.0,1.5,0,4
1777084790063,1945.9,59.7,86.0,315.0,1.6,0,4
1777084790094,2038.0,62.2,86.0,324.0,1.7,0,4
1777084790125,2134.6,64.9,86.1,333.0,1.8,0,4
1777084790157,2236.3,67.6,86.1,344.0,1.9,0,4
1777084790189,2343.0,70.5,86.2,354.0,2.0,0,4
1777084790220,2454.9,73.5,86.2,365.0,2.0,0,4
1777084790251,2571.9,76.7,86.3,377.0,2.1,0,4
1777084790283,2693.6,79.9,86.3,389.0,2.2,0,4
1777084790315,2821.1,83.3,86.4,402.0,2.4,0,4
1777084790346,2954.8,86.8,86.5,415.0,2.5,0,4
1777084790377,3094.9,90.5,86.5,429.0,2.6,0,4
1777084790409,3241.6,94.3,86.6,444.0,2.7,0,4
1777084790441,3395.2,98.2,86.7,460.0,2.8,0,4
1777084790472,3556.1,102.3,86.8,476.0,3.0,0,4
1777084790503,3724.6,106.5,86.9,492.0,3.1,0,4
1777084790535,3901.1,110.9,87.0,510.0,3.3,0,4
1777084790576,4086.0,115.4,87.0,529.0,3.4,0,4
1777084790597,4279.7,120.1,87.1,548.0,3.6,0,4
1777084790628,4482.6,125.0,87.2,568.0,3.7,0,4
1777084790661,4695.3,130.1,87.3,590.0,3.9,0,4
1777084790691,4918.2,135.4,87.5,612.0,4.1,0,4
1777084790722,5151.9,140.9,87.6,635.0,4.3,0,4
1777084790753,5396.9,146.6,87.7,660.0,4.5,0,4
1777084790784,5653.9,152.6,87.8,685.0,4.7,0,4
1777084790816,5923.5,158.8,88.0,712.0,4.9,0,4
1777084790847,6206.2,165.3,88.1,741.0,5.2,0,4
1777084790878,5997.1,160.8,88.0,720.0,5.0,0,4
1777084790910,5792.8,156.3,87.9,699.0,4.8,0,4
1777084790940,5595.2,151.8,87.8,680.0,4.7,0,4
1777084790972,5404.4,147.5,87.7,660.0,4.5,0,4
1777084791003,5220.6,143.3,87.6,642.0,4.4,0,4
1777084791035,5043.2,139.2,87.5,624.0,4.2,0,4
1777084791065,4872.1,135.2,87.4,607.0,4.1,0,4
1777084791097,4706.9,131.4,87.4,591.0,3.9,0,4
1777084791128,4547.6,127.6,87.3,575.0,3.8,0,4
1777084791159,4393.7,124.0,87.2,559.0,3.7,0,4
1777084791191,4245.2,120.5,87.1,545.0,3.5,0,4
1777084791241,4101.9,117.1,87.1,530.0,3.4,0,4
1777084791253,3963.4,113.7,87.0,516.0,3.3,0,4
1777084791284,3829.7,110.5,86.9,503.0,3.2,0,4
1777084791313,3700.6,107.3,86.9,490.0,3.1,0,4
1777084791346,3575.9,104.3,86.8,478.0,3.0,0,4
1777084791377,3455.5,101.3,86.7,466.0,2.9,0,4
1777084791408,3339.1,98.4,86.7,454.0,2.8,0,4
1777084791440,3226.7,95.6,86.6,443.0,2.7,0,4
1777084791471,3118.1,92.8,86.6,432.0,2.6,0,4
1777084791503,3013.1,90.1,86.5,421.0,2.5,0,4
1777084791534,2911.7,87.5,86.5,411.0,2.4,0,4
1777084791565,2813.7,85.0,86.4,401.0,2.3,0,4
1777084791596,2719.0,82.5,86.4,392.0,2.3,0,4
1777084791628,2627.5,80.1,86.3,383.0,2.2,0,4
1777084791659,2539.2,77.7,86.3,374.0,2.1,0,4
1777084791690,2453.9,75.5,86.2,365.0,2.0,0,4
1777084791723,2371.6,73.2,86.2,357.0,2.0,0,4
1777084791754,2292.0,71.1,86.1,349.0,1.9,0,4
1777084791785,2215.1,68.9,86.1,342.0,1.8,0,4
1777084791816,2140.8,66.9,86.1,334.0,1.8,0,4
1777084791861,2226.6,68.4,86.1,343.0,1.9,0,4
1777084791879,2323.8,70.6,86.2,352.0,1.9,0,4
1777084791911,2429.6,73.1,86.2,363.0,2.0,0,4
1777084791942,2543.0,76.0,86.3,374.0,2.1,0,4
1777084791974,2662.9,79.1,86.3,386.0,2.2,0,4
1777084792005,2788.7,82.5,86.4,399.0,2.3,0,4
1777084792037,2920.8,86.0,86.5,412.0,2.4,0,4
1777084792067,3059.3,89.6,86.5,426.0,2.5,0,4
1777084792098,3204.3,93.3,86.6,440.0,2.7,0,4
1777084792127,3356.2,97.2,86.7,456.0,2.8,0,4
1777084792159,3515.2,101.2,86.8,472.0,2.9,0,4
1777084792190,3681.8,105.4,86.8,488.0,3.1,0,4
1777084792221,3856.2,109.8,86.9,506.0,3.2,0,4
1777084792253,4039.0,114.3,87.0,524.0,3.4,0,4
1777084792283,4230.4,118.9,87.1,543.0,3.5,0,4
1777084792314,4431.0,123.8,87.2,563.0,3.7,0,4
1777084792345,4641.2,128.8,87.3,584.0,3.9,0,4
1777084792376,4861.5,134.0,87.4,606.0,4.1,0,4
1777084792407,5092.4,139.5,87.5,629.0,4.2,0,4
1777084792439,5334.6,145.2,87.7,653.0,4.4,0,4
1777084792481,5588.5,151.1,87.8,679.0,4.7,0,4
1777084792501,5854.8,157.2,87.9,705.0,4.9,0,4
1777084792532,6134.3,163.6,88.1,733.0,5.1,0,4
1777084792563,6427.5,170.3,88.2,763.0,5.4,0,4
1777084792595,6735.1,177.3,88.4,794.0,5.6,0,4
1777084792626,7058.1,184.6,88.5,826.0,5.9,0,4
1777084792658,7397.2,192.2,88.7,860.0,6.2,0,4
1777084792689,7753.2,200.2,88.9,895.0,6.5,0,4
1777084792719,8031.9,206.5,89.0,923.0,6.7,0,4
1777084792763,8031.8,206.4,89.0,923.0,6.7,0,4
1777084792783,8031.1,206.4,89.0,923.0,6.7,0,4
1777084792864,8030.5,206.4,89.0,923.0,6.7,0,4
1777084792885,8030.3,206.4,89.0,923.0,6.7,0,4
1777084792913,8030.3,206.4,89.0,923.0,6.7,0,4
1777084792937,8030.3,206.4,89.0,923.0,6.7,0,4
1777084792972,8030.3,206.4,89.0,923.0,6.7,0,4
1777084793001,8030.3,206.4,89.0,923.0,6.7,0,4
1777084793032,7752.0,200.2,88.9,895.0,6.5,0,4
1777084793064,7483.5,194.2,88.7,868.0,6.2,0,4
1777084793106,7224.9,188.5,88.6,842.0,6.0,0,4
1777084793126,6975.9,182.9,88.5,818.0,5.8,0,4
1777084793159,6736.1,177.6,88.4,794.0,5.6,0,4
1777084793189,6504.9,172.4,88.3,770.0,5.4,0,4
1777084793220,6282.0,167.4,88.1,748.0,5.2,0,4
1777084793253,6067.0,162.6,88.0,727.0,5.1,0,4
1777084793283,5859.8,157.9,87.9,706.0,4.9,0,4
1777084793316,5659.9,153.3,87.8,686.0,4.7,0,4
1777084793348,5467.0,148.9,87.7,667.0,4.6,0,4
1777084793378,5281.0,144.7,87.6,648.0,4.4,0,4
1777084793409,5101.6,140.5,87.6,630.0,4.3,0,4
1777084793441,4928.4,136.5,87.5,613.0,4.1,0,4
1777084793472,4761.3,132.6,87.4,596.0,4.0,0,4
1777084793504,4600.1,128.9,87.3,580.0,3.8,0,4
1777084793536,4444.4,125.2,87.2,564.0,3.7,0,4
1777084793567,4294.2,121.6,87.1,549.0,3.6,0,4
1777084793599,4149.1,118.2,87.1,535.0,3.5,0,4
1777084793630,4009.0,114.8,87.0,521.0,3.3,0,4
1777084793661,3873.8,111.6,86.9,507.0,3.2,0,4
1777084793692,3743.2,108.4,86.9,494.0,3.1,0,4
1777084793724,3617.0,105.3,86.8,482.0,3.0,0,4
1777084793765,3495.2,102.3,86.7,470.0,2.9,0,4
1777084793788,3377.4,99.4,86.7,458.0,2.8,0,4
1777084793818,3263.7,96.5,86.6,446.0,2.7,0,4
1777084793851,3153.9,93.7,86.6,435.0,2.6,0,4
1777084793882,3047.7,91.0,86.5,425.0,2.5,0,4
1777084793914,2945.1,88.4,86.5,415.0,2.5,0,4
1777084793945,2846.0,85.8,86.4,405.0,2.4,0,4
1777084793976,2750.2,83.3,86.4,395.0,2.3,0,4
1777084794009,2657.6,80.9,86.3,386.0,2.2,0,4
1777084794038,2568.3,78.5,86.3,377.0,2.1,0,4
1777084794068,2482.0,76.2,86.2,368.0,2.1,0,4
1777084794100,2398.7,74.0,86.2,360.0,2.0,0,4
1777084794132,2318.2,71.8,86.2,352.0,1.9,0,4
1777084794163,2240.5,69.6,86.1,344.0,1.9,0,4
1777084794194,2165.4,67.6,86.1,337.0,1.8,0,4
1777084794225,2092.3,65.5,86.0,329.0,1.7,0,4
1777084794258,2021.4,63.6,86.0,322.0,1.7,0,4
1777084794290,1953.0,61.7,86.0,315.0,1.6,0,4
1777084794322,1886.8,59.8,85.9,309.0,1.6,0,4
1777084794352,1823.0,58.1,85.9,302.0,1.5,0,4
1777084794384,1761.3,56.3,85.9,296.0,1.5,0,4
1777084794426,1701.8,54.6,85.9,290.0,1.4,0,4
1777084794446,1644.4,53.0,85.8,284.0,1.4,0,4
1777084794478,1589.3,51.4,85.8,279.0,1.3,0,4
1777084794509,1536.0,49.8,85.8,274.0,1.3,0,4
1777084794540,1484.7,48.3,85.7,268.0,1.2,0,4
1777084794573,1435.2,46.9,85.7,264.0,1.2,0,4
1777084794605,1387.5,45.5,85.7,259.0,1.2,0,4
1777084794636,1341.5,44.1,85.7,254.0,1.1,0,4
1777084794666,1297.1,42.8,85.6,250.0,1.1,0,4
1777084794697,1254.3,41.6,85.6,245.0,1.0,0,4
1777084794727,1213.1,40.4,85.6,241.0,1.0,0,4
1777084794760,1154.0,34.3,85.6,235.0,1.0,0,4
1777084794791,1149.6,29.2,85.6,235.0,1.0,0,4
1777084794823,1145.9,24.8,85.6,235.0,1.0,0,4
1777084794854,1144.7,21.1,85.6,234.0,1.0,0,4
1777084794887,1146.5,17.9,85.6,235.0,1.0,0,4
1777084794917,1150.0,15.2,85.6,235.0,1.0,0,4
1777084794949,1155.0,12.9,85.6,236.0,1.0,0,4
1777084794981,1159.9,11.0,85.6,236.0,1.0,0,4
1777084795012,1165.3,9.4,85.6,237.0,1.0,0,4
1777084795044,1176.2,8.0,85.6,238.0,1.0,0,4
1777084795091,1186.0,6.8,85.6,239.0,1.0,0,4
1777084795107,1195.0,5.7,85.6,240.0,1.0,0,4
1777084795138,1202.9,4.9,85.6,240.0,0.0,0,4
1777084795170,1210.0,4.2,85.6,241.0,0.0,0,4
1777084795202,1216.7,3.5,85.6,242.0,0.0,0,4
1777084795234,1222.8,3.0,85.6,242.0,0.0,0,4
1777084795266,1228.6,2.5,85.6,243.0,0.0,0,4
1777084795298,1233.5,2.2,85.6,243.0,0.0,0,4
1777084795329,1237.8,1.8,85.6,244.0,0.0,0,4
1777084795361,1241.4,1.6,85.6,244.0,0.0,0,4
1777084795391,1244.4,1.3,85.6,244.0,0.0,0,4
1777084795423,1247.0,1.1,85.6,245.0,0.0,0,4
1777084795455,1249.2,1.0,85.6,245.0,0.0,0,4
1777084795487,1251.1,0.8,85.6,245.0,0.0,0,4
1777084795518,1252.7,0.7,85.6,245.0,0.0,0,4
1777084795550,1254.1,0.6,85.6,245.0,0.0,0,4
1777084795580,1255.2,0.5,85.6,246.0,0.0,0,4
1777084795612,1256.2,0.4,85.6,246.0,0.0,0,4
1777084795644,1257.1,0.4,85.6,246.0,0.0,0,4
1777084795691,1257.8,0.3,85.6,246.0,0.0,0,4
1777084795707,1258.4,0.3,85.6,246.0,0.0,0,4
1777084795738,1258.9,0.2,85.6,246.0,0.0,0,4
1777084795769,1259.3,0.2,85.6,246.0,0.0,0,4
1777084795800,1259.7,0.2,85.6,246.0,0.0,0,4
1777084795831,1260.0,0.1,85.6,246.0,0.0,0,4
1777084795863,1260.3,0.1,85.6,246.0,0.0,0,4
1777084795894,1260.5,0.1,85.6,246.0,0.0,0,4
1777084795925,1260.7,0.1,85.6,246.0,0.0,0,4
1777084795956,1260.9,0.1,85.6,246.0,0.0,0,4
1777084795987,1261.0,0.1,85.6,246.0,0.0,0,4
1777084796017,1261.1,0.1,85.6,246.0,0.0,0,4
1777084796048,1261.2,0.0,85.6,246.0,0.0,0,4
1777084796078,1261.3,0.0,85.6,246.0,0.0,0,4
1777084796109,1261.4,0.0,85.6,246.0,0.0,0,4
1777084796141,1261.4,0.0,85.6,246.0,0.0,0,4
1777084796173,1261.5,0.0,85.6,246.0,0.0,0,4
1777084796204,1261.5,0.0,85.6,246.0,0.0,0,4
1777084796236,1261.6,0.0,85.6,246.0,0.0,0,4
1777084796267,1261.6,0.0,85.6,246.0,0.0,0,4
1777084796310,1261.6,39.7,85.6,246.0,1.1,0,4
1777084796331,1172.4,37.0,85.6,237.0,1.0,0,4
1777084796362,1161.1,37.7,85.6,236.0,1.0,0,4
1777084796394,1155.1,38.0,85.6,236.0,1.0,0,4
1777084796424,1150.0,38.1,85.6,235.0,1.0,0,4
1777084796456,1149.6,38.1,85.6,235.0,1.0,0,4
1777084796486,1149.4,38.1,85.6,235.0,1.0,0,4
1777084796519,1149.3,38.1,85.6,235.0,1.0,0,4
1777084796550,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796582,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796613,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796645,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796676,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796707,1149.3,38.0,85.6,235.0,1.0,0,4
1777084796738,1149.3,38.1,85.6,235.0,1.0,0,4
1777084796770,1119.1,37.4,85.6,232.0,0.9,0,4
1777084796801,1162.8,38.3,85.6,236.0,1.0,0,4
1777084796831,1211.7,39.4,85.6,241.0,1.0,0,4
1777084796862,1264.5,40.8,85.6,246.0,1.1,0,4
1777084796892,1321.0,42.2,85.7,252.0,1.1,0,4
1777084796924,1381.1,43.9,85.7,258.0,1.2,0,4
1777084796954,1444.5,45.6,85.7,264.0,1.2,0,4
1777084796996,1511.6,47.5,85.8,271.0,1.3,0,4
1777084797018,1582.3,49.5,85.8,278.0,1.3,0,4
1777084797048,1656.4,51.5,85.8,286.0,1.4,0,4
1777084797077,1734.1,53.7,85.9,293.0,1.4,0,4
1777084797109,1815.7,56.0,85.9,302.0,1.5,0,4
1777084797140,1901.4,58.4,86.0,310.0,1.6,0,4
1777084797170,1991.3,60.9,86.0,319.0,1.7,0,4
1777084797201,2085.7,63.5,86.0,329.0,1.7,0,4
1777084797233,2184.9,66.2,86.1,338.0,1.8,0,4
1777084797264,2289.1,69.1,86.1,349.0,1.9,0,4
1777084797294,2398.3,72.0,86.2,360.0,2.0,0,4
1777084797326,2512.8,75.1,86.3,371.0,2.1,0,4
1777084797358,2632.1,78.3,86.3,383.0,2.2,0,4
1777084797390,2756.6,81.6,86.4,396.0,2.3,0,4
1777084797421,2887.2,85.1,86.4,409.0,2.4,0,4
1777084797452,3024.1,88.6,86.5,422.0,2.5,0,4
1777084797483,3167.4,92.4,86.6,437.0,2.6,0,4
1777084797515,3317.5,96.2,86.7,452.0,2.8,0,4
1777084797546,3474.8,100.2,86.7,467.0,2.9,0,4
1777084797577,3639.4,104.4,86.8,484.0,3.0,0,4
1777084797610,3811.9,108.7,86.9,501.0,3.2,0,4
1777084797655,3992.5,113.1,87.0,519.0,3.3,0,4
1777084797672,4181.7,117.7,87.1,538.0,3.5,0,4
1777084797703,4380.0,122.5,87.2,558.0,3.6,0,4
1777084797733,4587.7,127.5,87.3,579.0,3.8,0,4
1777084797765,4805.4,132.7,87.4,601.0,4.0,0,4
1777084797796,5033.7,138.1,87.5,623.0,4.2,0,4
1777084797826,5273.0,143.7,87.6,647.0,4.4,0,4
1777084797858,5523.9,149.6,87.8,672.0,4.6,0,4
1777084797890,5787.1,155.7,87.9,699.0,4.8,0,4
1777084797921,6063.2,162.0,88.0,726.0,5.1,0,4
1777084797953,6352.8,168.6,88.2,755.0,5.3,0,4
1777084797984,6656.8,175.5,88.3,786.0,5.5,0,4
1777084798015,6975.9,182.8,88.5,818.0,5.8,0,4
1777084798047,7310.8,190.3,88.7,851.0,6.1,0,4
1777084798078,7662.5,198.2,88.8,886.0,6.4,0,4
1777084798109,8031.8,206.5,89.0,923.0,6.7,0,4
1777084798141,8032.0,206.4,89.0,923.0,6.7,0,4
1777084798172,8031.3,206.4,89.0,923.0,6.7,0,4
1777084798203,8030.6,206.4,89.0,923.0,6.7,0,4
1777084798234,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798276,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798296,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798327,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798357,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798389,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798421,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798451,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798483,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798515,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798546,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798577,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798608,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798639,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798670,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798701,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798732,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798763,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798794,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798825,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798858,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798889,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798919,8030.3,206.4,89.0,923.0,6.7,0,4
1777084798960,8030.3,246.3,89.0,923.0,6.7,0,5
1777084798984,8012.9,244.8,89.0,921.0,6.7,0,5
1777084799015,8004.1,244.3,89.0,920.0,6.7,0,5
1777084799045,7996.8,243.9,89.0,920.0,6.7,0,5
1777084799077,7990.9,243.6,89.0,919.0,6.7,0,5
1777084799107,7991.2,243.6,89.0,919.0,6.7,0,5
1777084799138,7991.3,243.7,89.0,919.0,6.7,0,5
1777084799168,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799201,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799233,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799263,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799294,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799326,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799357,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799389,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799420,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799451,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799484,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799515,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799546,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799578,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799620,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799641,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799671,7991.4,243.7,89.0,919.0,6.7,0,5
1777084799702,7713.1,236.1,88.9,891.0,6.4,0,5
1777084799733,7445.2,228.8,88.7,865.0,6.2,0,5
1777084799765,7187.4,221.8,88.6,839.0,6.0,0,5
1777084799797,6939.6,215.2,88.5,814.0,5.8,0,5
1777084799828,6701.1,208.7,88.4,790.0,5.6,0,5
1777084799860,6471.4,202.5,88.2,767.0,5.4,0,5
1777084799892,6249.8,196.5,88.1,745.0,5.2,0,5
1777084799922,6035.9,190.7,88.0,724.0,5.0,0,5
1777084799953,5829.7,185.1,87.9,703.0,4.9,0,5
1777084799985,5630.9,179.6,87.8,683.0,4.7,0,5
1777084800017,5439.3,174.4,87.7,664.0,4.5,0,5
1777084800048,5254.5,169.3,87.6,645.0,4.4,0,5
1777084800078,5076.4,164.4,87.5,628.0,4.2,0,5
1777084800111,4904.6,159.7,87.5,610.0,4.1,0,5
1777084800142,4738.9,155.1,87.4,594.0,3.9,0,5
1777084800173,4579.0,150.6,87.3,578.0,3.8,0,5
1777084800221,4424.8,146.3,87.2,562.0,3.7,0,5
1777084800235,4275.9,142.1,87.1,548.0,3.6,0,5
1777084800267,4132.3,138.1,87.1,533.0,3.4,0,5
1777084800299,3993.6,134.1,87.0,519.0,3.3,0,5
1777084800332,3859.8,130.3,86.9,506.0,3.2,0,5
1777084800363,3730.6,126.6,86.9,493.0,3.1,0,5
1777084800393,3605.8,123.0,86.8,481.0,3.0,0,5
1777084800424,3485.4,119.5,86.7,469.0,2.9,0,5
1777084800456,3369.0,116.1,86.7,457.0,2.8,0,5
1777084800487,3256.6,112.8,86.6,446.0,2.7,0,5
1777084800518,3148.0,109.6,86.6,435.0,2.6,0,5
1777084800549,3043.2,106.5,86.5,424.0,2.5,0,5
1777084800581,2942.0,103.5,86.5,414.0,2.5,0,5
1777084800612,2844.1,100.5,86.4,404.0,2.4,0,5
1777084800643,2749.6,97.6,86.4,395.0,2.3,0,5
1777084800674,2658.2,94.8,86.3,386.0,2.2,0,5
1777084800705,2569.9,92.1,86.3,377.0,2.1,0,5
1777084800735,2484.6,89.4,86.2,368.0,2.1,0,5
1777084800767,2402.1,86.9,86.2,360.0,2.0,0,5
1777084800798,2322.4,84.3,86.2,352.0,1.9,0,5
1777084800841,2245.4,81.9,86.1,345.0,1.9,0,5
1777084800860,2170.9,79.5,86.1,337.0,1.8,0,5
1777084800891,2098.9,77.2,86.0,330.0,1.7,0,5
1777084800923,2029.3,74.9,86.0,323.0,1.7,0,5
1777084800955,1962.1,72.7,86.0,316.0,1.6,0,5
1777084800985,1897.1,70.5,85.9,310.0,1.6,0,5
1777084801018,1834.3,68.4,85.9,303.0,1.5,0,5
1777084801050,1773.7,66.4,85.9,297.0,1.5,0,5
1777084801081,1714.8,64.4,85.9,291.0,1.4,0,5
1777084801112,1657.5,62.5,85.8,286.0,1.4,0,5
1777084801143,1602.0,60.6,85.8,280.0,1.3,0,5
1777084801174,1548.4,58.8,85.8,275.0,1.3,0,5
1777084801206,1496.7,57.1,85.7,270.0,1.2,0,5
1777084801237,1446.7,55.4,85.7,265.0,1.2,0,5
1777084801268,1398.4,53.7,85.7,260.0,1.2,0,5
1777084801299,1351.9,52.1,85.7,255.0,1.1,0,5
1777084801330,1307.0,50.5,85.7,251.0,1.1,0,5
1777084801361,1263.9,49.0,85.6,246.0,1.1,0,5
1777084801392,1222.4,47.6,85.6,242.0,1.0,0,5
1777084801424,1182.3,46.2,85.6,238.0,1.0,0,5
1777084801465,1143.7,44.8,85.6,234.0,1.0,0,5
1777084801487,1153.9,44.8,85.6,235.0,1.0,0,5
1777084801517,1153.1,44.7,85.6,235.0,1.0,0,5
1777084801548,1152.7,44.6,85.6,235.0,1.0,0,5
1777084801579,1152.7,44.5,85.6,235.0,1.0,0,5
1777084801611,1152.7,44.5,85.6,235.0,1.0,0,5
1777084801640,1152.7,44.5,85.6,235.0,1.0,0,5
1777084801672,1152.7,44.5,85.6,235.0,1.0,0,5
1777084801703,1152.7,44.5,85.6,235.0,1.0,0,5
1777084801734,1152.6,44.5,85.6,235.0,1.0,0,5
1777084801766,1152.6,44.5,85.6,235.0,1.0,0,5
1777084801797,1152.6,37.8,85.6,235.0,1.0,0,5
1777084801829,1149.7,32.2,85.6,235.0,1.0,0,5
1777084801860,1146.3,27.3,85.6,235.0,1.0,0,5
1777084801890,1143.8,23.2,85.6,234.0,1.0,0,5
1777084801922,1144.9,19.8,85.6,234.0,1.0,0,5
1777084801952,1147.6,16.8,85.6,235.0,1.0,0,5
1777084801984,1152.0,14.3,85.6,235.0,1.0,0,5
1777084802015,1157.0,12.1,85.6,236.0,1.0,0,5
1777084802045,1161.8,10.3,85.6,236.0,1.0,0,5
1777084802077,1169.8,41.8,85.6,237.0,1.0,0,5
1777084802125,1156.6,42.8,85.6,236.0,1.0,0,5
1777084802139,1156.3,43.7,85.6,236.0,1.0,0,5
1777084802171,1155.2,44.2,85.6,236.0,1.0,0,5
1777084802202,1152.8,44.4,85.6,235.0,1.0,0,5
1777084802233,1152.8,44.5,85.6,235.0,1.0,0,5
1777084802265,1152.7,44.5,85.6,235.0,1.0,0,5
1777084802296,1152.7,44.5,85.6,235.0,1.0,0,5
1777084802327,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802358,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802389,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802421,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802452,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802483,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802514,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802547,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802579,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802609,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802640,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802672,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802704,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802746,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802766,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802797,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802829,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802860,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802891,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802921,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802953,1152.6,44.5,85.6,235.0,1.0,0,5
1777084802984,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803014,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803045,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803076,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803107,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803139,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803170,1152.6,44.5,85.6,235.0,1.0,0,5
1777084803201,1152.6,53.5,85.6,235.0,1.0,0,6
1777084803232,1157.0,54.1,85.6,236.0,1.0,0,6
1777084803263,1158.6,54.5,85.6,236.0,1.0,0,6
1777084803294,1159.3,54.8,85.6,236.0,1.0,0,6
1777084803324,1159.3,54.9,85.6,236.0,1.0,0,6
1777084803370,1159.5,54.9,85.6,236.0,1.0,0,6
1777084803389,1159.5,55.0,85.6,236.0,1.0,0,6
1777084803420,1159.5,55.0,85.6,236.0,1.0,0,6
1777084803451,1159.6,55.0,85.6,236.0,1.0,0,6
1777084803482,1159.6,55.0,85.6,236.0,1.0,0,6
